price,area,rooms,ceiling_height,price_per_m2,Тип,Ремонт,Парковка,Балкон,Санузел
65000.0,58.0,2,2.64,1120.6896551724137,Квартира,Евроремонт,наземная,Лоджия (1),Раздельный (1)
65000.0,52.0,2,,1250.0,Квартира,Евроремонт,открытая,Лоджия (1),Раздельный (1)
75000.0,85.0,3,3.1,882.3529411764706,Квартира,Дизайнерский,подземная,unknown,Совмещенный (2)
75000.0,60.0,2,,1250.0,Квартира,Дизайнерский,подземная,Лоджия (1),Совмещенный (1)
76000.0,73.0,3,,1041.0958904109589,Квартира,Евроремонт,открытая,Лоджия (1),Раздельный (1)
79000.0,59.0,3,,1338.9830508474577,Квартира,Евроремонт,открытая,Балкон (1),Раздельный (1)
80000.0,60.5,2,,1322.314049586777,Квартира,Евроремонт,unknown,unknown,Совмещенный (1)
95000.0,80.0,3,,1187.5,Квартира,Евроремонт,подземная,Лоджия (1),Раздельный (2)
95000.0,102.3,3,,928.6412512218964,Квартира,Дизайнерский,unknown,Лоджия (1),Совмещенный (1)
95000.0,100.0,3,,950.0,Квартира,Евроремонт,подземная,Лоджия (1),unknown
95000.0,87.5,3,3.0,1085.7142857142858,Квартира,Дизайнерский,подземная,Лоджия (2),Раздельный (2)
110000.0,100.0,3,,1100.0,Квартира,Евроремонт,подземная,Лоджия (1),Раздельный (2)
120000.0,120.0,4,2.64,1000.0,Квартира,Евроремонт,unknown,"Балкон (1), Лоджия (1)",Совмещенный (2)
140000.0,125.0,3,,1120.0,Квартира,Евроремонт,подземная,Лоджия (1),Раздельный (2)
150000.0,157.0,4,3.0,955.4140127388536,Квартира,Евроремонт,подземная,unknown,Совмещенный (2)
150000.0,170.0,4,,882.3529411764706,Квартира,Дизайнерский,unknown,Лоджия (1),"Совмещенный (1), Раздельный (2)"
60000.0,60.3,2,2.7,995.0248756218906,Квартира,Евроремонт,подземная,Балкон (2),Совмещенный (1)
60000.0,60.5,2,,991.7355371900826,Квартира,Евроремонт,наземная,Лоджия (1),Совмещенный (1)
52000.0,54.0,2,2.64,962.9629629629629,Квартира,Евроремонт,наземная,Лоджия (1),Раздельный (1)
55000.0,45.0,2,2.5,1222.2222222222222,Квартира,Косметический,наземная,unknown,unknown
55000.0,45.0,2,2.64,1222.2222222222222,Квартира,Евроремонт,наземная,unknown,Раздельный (1)
55000.0,59.1,2,2.64,930.6260575296108,Квартира,Без ремонта,unknown,Балкон (1),unknown
57000.0,53.0,1,,1075.4716981132076,Квартира,Евроремонт,unknown,unknown,unknown
58000.0,54.0,2,2.8,1074.0740740740741,Квартира,Косметический,наземная,Лоджия (1),Раздельный (1)
60000.0,58.5,3,2.64,1025.6410256410256,Квартира,Косметический,unknown,"Балкон (1), Лоджия (1)",Совмещенный (1)
60000.0,65.0,3,2.64,923.0769230769231,Квартира,Косметический,unknown,"Балкон (1), Лоджия (1)",Раздельный (1)
62000.0,52.0,2,2.64,1192.3076923076924,Квартира,Дизайнерский,unknown,Лоджия (1),Раздельный (1)
70000.0,80.0,3,,875.0,Квартира,Косметический,unknown,unknown,unknown
85000.0,80.0,3,2.64,1062.5,Квартира,Дизайнерский,unknown,Балкон (1),Раздельный (1)
95000.0,80.0,2,3.0,1187.5,Квартира,Евроремонт,подземная,"Балкон (1), Лоджия (1)",Раздельный (1)
56000.0,75.0,3,,746.6666666666666,Квартира,Евроремонт,unknown,Лоджия (1),Раздельный (1)
55000.0,79.0,3,,696.2025316455696,Квартира,Дизайнерский,наземная,"Балкон (1), Лоджия (1)",Раздельный (1)
55000.0,86.0,3,2.64,639.5348837209302,Квартира,Косметический,unknown,Балкон (3),unknown
52600.0,65.6,2,2.7,801.829268292683,Квартира,Евроремонт,наземная,Лоджия (1),Раздельный (1)
62000.0,47.0,1,,1319.1489361702127,Квартира,Евроремонт,наземная,unknown,Совмещенный (1)
75000.0,46.0,2,3.0,1630.4347826086957,Квартира,unknown,подземная,unknown,Совмещенный (1)
90000.0,71.0,3,,1267.605633802817,Квартира,unknown,подземная,Балкон (1),Совмещенный (2)
60000.0,44.0,2,3.1,1363.6363636363637,Квартира,unknown,подземная,unknown,Совмещенный (1)
75000.0,50.0,2,,1500.0,Квартира,Евроремонт,unknown,unknown,Совмещенный (1)
90000.0,71.0,3,,1267.605633802817,Квартира,Косметический,unknown,Лоджия (1),Раздельный (2)
60000.0,50.8,3,2.5,1181.1023622047244,Квартира,Евроремонт,unknown,Лоджия (1),Раздельный (1)
60000.0,45.0,2,,1333.3333333333333,Квартира,Дизайнерский,unknown,unknown,unknown
115000.0,98.0,4,,1173.469387755102,Квартира,Дизайнерский,подземная,Лоджия (1),Совмещенный (2)
55000.0,46.0,2,2.8,1195.6521739130435,Квартира,Евроремонт,подземная,Лоджия (1),Раздельный (1)
57000.0,46.0,2,,1239.1304347826087,Квартира,Дизайнерский,подземная,Балкон (1),Совмещенный (1)
65000.0,41.0,2,,1585.3658536585365,Квартира,Евроремонт,unknown,Лоджия (1),Совмещенный (1)
69000.0,41.0,2,,1682.9268292682927,Квартира,Евроремонт,unknown,Лоджия (1),Раздельный (1)
70000.0,50.0,2,,1400.0,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
90000.0,71.0,3,,1267.605633802817,Квартира,Косметический,unknown,Балкон (1),Раздельный (2)
100000.0,113.7,2,3.0,879.5074758135444,Квартира,Евроремонт,unknown,Лоджия (2),Совмещенный (2)
80000.0,71.0,2,2.7,1126.7605633802816,Квартира,unknown,подземная,Лоджия (1),Совмещенный (1)
80000.0,70.0,2,,1142.857142857143,Квартира,Евроремонт,подземная,Балкон (1),"Совмещенный (1), Раздельный (1)"
84000.0,66.2,2,,1268.882175226586,Квартира,Дизайнерский,unknown,Лоджия (1),Раздельный (1)
65000.0,43.0,2,,1511.6279069767443,Квартира,Дизайнерский,подземная,Лоджия (1),Совмещенный (1)
70000.0,45.0,2,,1555.5555555555557,Квартира,Дизайнерский,подземная,Лоджия (1),Совмещенный (1)
70000.0,50.0,2,2.9,1400.0,Квартира,Евроремонт,unknown,Лоджия (1),Совмещенный (1)
57000.0,41.0,1,,1390.2439024390244,Квартира,Евроремонт,unknown,Балкон (1),unknown
59000.0,50.0,1,,1180.0,Квартира,Евроремонт,unknown,unknown,"Совмещенный (1), Раздельный (2)"
95000.0,48.0,1,2.8,1979.1666666666667,Квартира,unknown,подземная,unknown,Совмещенный (1)
51300.0,56.0,2,,916.0714285714286,Квартира,unknown,unknown,unknown,Раздельный (1)
55000.0,56.0,3,,982.1428571428571,Квартира,unknown,unknown,unknown,unknown
55000.0,37.6,1,3.0,1462.7659574468084,Квартира,Косметический,подземная,unknown,Совмещенный (1)
55000.0,36.0,1,,1527.7777777777778,Квартира,unknown,подземная,unknown,Совмещенный (1)
55000.0,60.0,2,,916.6666666666666,Квартира,unknown,unknown,Балкон (1),Раздельный (1)
55000.0,73.9,3,2.64,744.2489851150202,Квартира,Косметический,unknown,unknown,Раздельный (1)
55000.0,44.0,2,2.48,1250.0,Квартира,Дизайнерский,наземная,Балкон (1),Раздельный (1)
55000.0,58.5,2,,940.1709401709402,Квартира,Евроремонт,unknown,Балкон (1),"Совмещенный (1), Раздельный (1)"
55000.0,57.0,3,2.48,964.9122807017544,Квартира,Евроремонт,наземная,Балкон (1),Раздельный (1)
59000.0,44.0,2,,1340.909090909091,Квартира,unknown,подземная,Лоджия (1),Совмещенный (1)
60000.0,65.0,3,3.1,923.0769230769231,Квартира,unknown,unknown,unknown,Раздельный (2)
60000.0,43.0,1,,1395.3488372093022,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
65000.0,45.0,2,,1444.4444444444443,Квартира,Евроремонт,unknown,Лоджия (1),Совмещенный (1)
65000.0,42.0,2,,1547.6190476190477,Квартира,unknown,подземная,Лоджия (1),Совмещенный (1)
67000.0,54.0,2,2.7,1240.7407407407406,Квартира,Дизайнерский,наземная,unknown,Раздельный (1)
70000.0,49.0,1,,1428.5714285714287,Квартира,Дизайнерский,unknown,Лоджия (1),Совмещенный (1)
75000.0,44.0,2,3.0,1704.5454545454545,Квартира,Дизайнерский,подземная,unknown,Совмещенный (1)
77000.0,58.0,2,,1327.5862068965516,Квартира,Евроремонт,unknown,unknown,Совмещенный (1)
90000.0,46.7,2,3.0,1927.1948608137043,Квартира,unknown,подземная,unknown,Совмещенный (1)
52000.0,59.0,2,2.64,881.3559322033898,Квартира,Косметический,наземная,Лоджия (1),Раздельный (1)
52000.0,51.0,2,2.64,1019.6078431372549,Квартира,Евроремонт,наземная,Лоджия (1),Раздельный (1)
54990.0,56.0,3,,981.9642857142857,Квартира,Косметический,unknown,"Балкон (1), Лоджия (1)",Раздельный (1)
54500.0,42.7,2,,1276.3466042154566,Квартира,Косметический,открытая,Балкон (1),Совмещенный (1)
55000.0,54.0,2,2.64,1018.5185185185185,Квартира,Евроремонт,unknown,Лоджия (1),Раздельный (1)
55000.0,42.0,1,,1309.5238095238096,Квартира,Дизайнерский,unknown,Лоджия (1),Совмещенный (1)
60000.0,50.0,2,3.0,1200.0,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
60000.0,68.0,3,,882.3529411764706,Квартира,Косметический,unknown,unknown,unknown
60000.0,64.0,3,2.48,937.5,Квартира,Косметический,unknown,Лоджия (1),Раздельный (1)
62000.0,45.0,2,3.2,1377.7777777777778,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
65000.0,75.0,2,,866.6666666666666,Квартира,Дизайнерский,unknown,Лоджия (1),Раздельный (1)
65000.0,43.0,2,,1511.6279069767443,Квартира,Евроремонт,подземная,unknown,Совмещенный (1)
70000.0,45.0,2,3.0,1555.5555555555557,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
75000.0,65.0,2,,1153.8461538461538,Квартира,Евроремонт,подземная,"Балкон (1), Лоджия (1)","Совмещенный (1), Раздельный (1)"
78000.0,43.0,2,,1813.953488372093,Квартира,Дизайнерский,unknown,Лоджия (1),Совмещенный (1)
83000.0,40.0,2,,2075.0,Квартира,Евроремонт,unknown,unknown,Совмещенный (1)
85000.0,45.0,2,,1888.888888888889,Квартира,Дизайнерский,открытая,unknown,Совмещенный (1)
85000.0,80.0,3,,1062.5,Квартира,Евроремонт,подземная,Балкон (1),unknown
85000.0,50.0,2,,1700.0,Квартира,Дизайнерский,unknown,unknown,Совмещенный (1)
87000.0,71.0,2,,1225.3521126760563,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
87000.0,63.0,2,,1380.952380952381,Квартира,Евроремонт,подземная,Лоджия (1),Совмещенный (1)
95000.0,72.0,2,3.0,1319.4444444444443,Квартира,Дизайнерский,подземная,Лоджия (1),"Совмещенный (1), Раздельный (1)"
115000.0,97.3,4,,1181.9116135662898,Квартира,Дизайнерский,подземная,Лоджия (1),Совмещенный (2)
140000.0,100.0,3,,1400.0,Квартира,Дизайнерский,подземная,unknown,Совмещенный (2)
164847.0,66.5,2,4.0,2478.902255639098,Квартира,Евроремонт,наземная,unknown,"Совмещенный (1), Раздельный (2)"
